title,text,image_url,all_images,status,link,all_links,time_period
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171313?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171313?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171313']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171313?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171313?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171313']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663133993?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663133993?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663133993']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663133993?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663133993?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663133993']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,https://media.licdn.com/dms/image/v2/D4E0BAQG9L7InIQVZrQ/company-logo_100_100/company-logo_100_100/0/1722506756452/goldman_sachs_logo?e=1751500800&v=beta&t=xyhAQxu61FLsAze0-_3RwwG7tQ2GFQ29TgxkDEYJoyA,['https://media.licdn.com/dms/image/v2/D4E0BAQG9L7InIQVZrQ/company-logo_100_100/company-logo_100_100/0/1722506756452/goldman_sachs_logo?e=1751500800&v=beta&t=xyhAQxu61FLsAze0-_3RwwG7tQ2GFQ29TgxkDEYJoyA'],Unknown,/ad-library/detail/665838753,"['/ad-library/detail/665838753', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753']",all-time
"10,000 Small Businesses",Promoted,https://media.licdn.com/dms/image/v2/D4E0BAQG9L7InIQVZrQ/company-logo_100_100/company-logo_100_100/0/1722506756452/goldman_sachs_logo?e=1751500800&v=beta&t=xyhAQxu61FLsAze0-_3RwwG7tQ2GFQ29TgxkDEYJoyA,['https://media.licdn.com/dms/image/v2/D4E0BAQG9L7InIQVZrQ/company-logo_100_100/company-logo_100_100/0/1722506756452/goldman_sachs_logo?e=1751500800&v=beta&t=xyhAQxu61FLsAze0-_3RwwG7tQ2GFQ29TgxkDEYJoyA'],Unknown,/ad-library/detail/665838753,"['/ad-library/detail/665838753', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665838753?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665838753']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665871633,"['/ad-library/detail/665871633', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665871633,"['/ad-library/detail/665871633', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665871633?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665871633']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171553']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663171553?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663171553']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665854623,"['/ad-library/detail/665854623', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665854623,"['/ad-library/detail/665854623', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665854623?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665854623']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666078663,"['/ad-library/detail/666078663', '/ad-library/detail/666078663']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666078663,"['/ad-library/detail/666078663', '/ad-library/detail/666078663']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665890603,"['/ad-library/detail/665890603', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665890603,"['/ad-library/detail/665890603', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665890603?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665890603']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666098163,"['/ad-library/detail/666098163', '/ad-library/detail/666098163']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/666098163,"['/ad-library/detail/666098163', '/ad-library/detail/666098163']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses","10,000 Small Businesses",No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665819573,"['/ad-library/detail/665819573', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665819573,"['/ad-library/detail/665819573', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665819573?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665819573']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665881503,"['/ad-library/detail/665881503', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/665881503,"['/ad-library/detail/665881503', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_image', '/ad-library/detail/665881503?trk=ad_library_ad_preview_carousel_item_title', '/ad-library/detail/665881503']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142563']",all-time
"10,000 Small Businesses",Promoted,No image found,[],Unknown,/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image,"['/ad-library/detail/663142563?trk=ad_library_ad_preview_content_image', '/ad-library/detail/663142563']",all-time
No title found,Goldman Sachs,No image found,[],Unknown,No link found,[],all-time
